0,904
0,137
0,286
0,741
0,665
0,134
0,906
0,331
0,650
0,345
0,652
1,134
1,633
1,671
1,620
1,25
1,646
1,265
1,940
1,193
1,278
2,824
2,515
2,283
2,339
2,529
2,412
2,652
2,345
3,25
3,353
3,358
3,456
3,47
3,847
3,874
3,133
3,304
3,334
3,915
3,210
3,984
3,262
3,284
3,680
3,484
3,669
3,91
3,429
3,650
4,846
4,301
4,989
4,975
4,633
4,830
4,993
4,511
4,14
4,419
4,510
4,210
4,464
4,167
4,382
4,541
4,290
4,767
4,487
4,207
4,35
4,72
4,456
4,112
4,924
4,460
5,403
5,379
5,989
6,525
6,141
6,938
6,188
7,100
7,239
7,164
7,329
7,693
7,287
7,400
7,944
7,245
7,793
7,790
7,220
7,642
7,394
7,218
8,718
8,851
9,620
9,210
10,981
10,278
10,231
10,279
10,31
10,25
10,519
10,281
10,75
11,645
11,443
12,386
12,669
12,897
12,749
12,250
12,26
12,939
12,790
13,681
13,479
14,633
14,225
14,159
14,694
14,4
14,628
14,869
14,289
14,466
14,771
14,586
14,286
14,665
14,260
14,860
15,794
15,845
15,341
15,662
16,441
16,989
16,497
16,943
16,412
16,595
16,902
17,269
17,944
18,75
18,750
18,175
18,64
18,433
18,671
18,887
18,790
19,614
19,192
20,66
20,210
20,502
21,803
21,435
21,174
21,155
21,25
21,947
21,425
21,22
22,333
22,217
22,27
22,21
22,643
22,582
22,895
22,336
22,130
22,246
22,103
22,376
22,208
23,687
23,694
23,897
23,940
23,433
23,545
24,40
24,283
24,688
25,3
25,628
25,278
25,176
25,21
25,812
25,159
25,584
25,484
25,247
25,820
25,720
25,906
25,330
25,514
25,871
25,935
25,539
25,1
25,218
25,476
25,483
25,101
25,609
25,768
25,10
25,342
25,404
25,246
25,464
25,286
26,254
26,290
26,802
26,292
26,790
26,706
26,455
26,74
26,111
26,893
26,588
26,987
26,387
26,937
26,12
26,175
26,436
26,490
26,193
26,159
26,897
26,99
26,89
26,812
26,40
26,299
26,400
26,112
27,217
27,569
27,575
27,22
27,989
27,128
27,995
27,988
27,60
27,628
27,519
27,828
27,766
27,540
27,290
28,97
28,155
28,907
29,465
29,888
29,627
29,73
29,923
29,937
29,604
29,182
30,986
30,69
30,342
30,210
30,372
30,465
31,159
31,586
31,648
31,279
31,652
31,528
31,334
31,356
31,363
31,766
31,171
31,309
31,80
31,738
31,45
31,10
31,451
31,785
31,207
31,783
32,51
32,894
33,588
33,735
34,268
34,734
34,527
34,903
34,286
34,765
34,502
34,207
34,317
34,35
34,805
34,970
34,45
34,555
34,771
35,482
35,211
35,993
35,423
35,974
35,210
35,937
35,34
35,923
35,4
35,251
35,637
35,634
36,477
36,570
36,289
36,334
36,213
37,555
37,771
37,652
37,124
37,519
38,42
38,495
38,45
38,689
39,719
39,329
39,908
39,111
39,605
39,752
39,902
39,815
40,570
40,460
40,400
40,24
40,463
40,871
40,505
40,26
40,335
40,748
40,583
40,52
41,210
41,475
42,74
42,38
42,193
42,663
42,185
43,850
43,583
44,482
44,159
44,773
45,659
45,68
45,484
45,198
45,38
45,689
45,449
45,519
45,943
45,119
45,31
45,895
45,200
45,209
45,628
45,390
45,962
45,454
45,829
45,794
45,34
45,677
45,373
45,412
45,261
45,694
45,668
45,813
45,316
46,975
46,895
46,595
46,665
46,110
47,975
47,149
47,3
48,922
48,204
48,874
49,875
49,857
49,155
50,520
50,454
51,452
51,291
51,514
51,809
51,131
51,32
51,591
52,234
52,741
52,524
52,40
53,379
53,929
53,811
53,162
53,334
54,168
54,886
54,927
54,721
54,627
54,892
54,876
54,532
54,580
54,939
55,652
55,811
56,722
56,466
57,466
57,275
57,225
58,955
58,381
58,297
58,207
58,697
58,240
58,429
58,244
58,757
58,922
58,732
58,87
58,434
58,984
58,549
58,217
59,292
59,514
59,141
60,333
60,294
60,521
60,514
60,426
60,171
60,244
60,511
60,958
60,339
60,561
60,27
60,578
60,997
60,215
60,799
60,689
60,260
60,305
60,329
60,984
61,927
61,690
61,505
61,922
61,652
62,274
62,350
62,769
62,857
63,958
63,426
64,279
64,879
64,351
64,669
64,687
64,802
64,874
64,18
64,185
64,694
64,927
64,218
65,732
65,955
66,732
66,20
66,657
66,482
66,454
67,393
67,922
67,793
67,455
68,45
68,300
68,525
68,163
68,793
68,828
69,30
69,794
69,731
70,614
70,628
70,187
71,688
71,328
71,363
71,568
71,650
72,171
72,951
72,333
72,521
72,4
72,543
72,811
72,187
72,850
73,969
73,239
73,134
73,547
73,426
73,962
73,29
73,868
73,939
73,333
73,651
73,393
73,663
74,774
74,709
74,42
74,828
74,848
74,26
74,269
74,425
74,853
74,100
74,705
74,234
74,409
74,944
74,297
74,453
74,322
74,207
74,984
74,534
74,627
74,915
74,515
74,91
74,175
74,345
74,981
75,463
75,170
75,509
75,756
75,18
75,851
75,111
75,989
75,762
75,535
75,807
75,803
75,225
75,917
75,809
75,10
76,663
76,662
76,564
77,260
77,196
77,853
78,696
78,848
78,400
78,107
78,813
78,604
79,979
79,379
80,31
80,632
80,912
81,214
81,609
81,391
81,580
81,406
81,426
82,400
82,374
82,989
82,802
82,758
82,610
82,458
82,438
82,133
83,323
83,191
83,229
83,836
84,669
84,811
85,247
85,519
86,521
86,482
87,782
87,753
87,969
87,226
87,58
87,628
88,131
88,368
88,671
88,639
88,167
89,806
89,749
89,157
89,381
89,509
89,837
89,732
89,138
89,668
89,826
89,904
89,26
89,607
89,159
89,485
89,834
89,500
89,645
90,441
90,915
90,101
90,202
90,519
90,619
91,211
91,673
91,947
91,136
91,986
91,829
91,808
91,987
91,958
91,74
91,412
91,3
91,830
91,322
91,770
92,653
92,193
93,278
93,470
94,100
94,707
94,227
95,785
95,900
95,819
96,913
96,795
96,430
96,951
96,694
96,824
96,201
97,668
97,378
97,160
97,541
97,28
97,455
97,351
97,790
97,285
97,811
97,413
98,536
98,628
98,292
98,185
98,907
99,737
99,283
99,497
99,426
99,26
99,794
99,441
99,247
99,824
100,94
100,231
100,7
100,392
100,74
100,994
100,754
100,110
100,547
100,368
100,338
100,244
100,187
100,333
100,934
100,650
100,334
100,906
101,620
101,25
101,90
102,646
102,907
102,141
102,523
103,178
103,482
103,22
103,322
104,880
104,562
105,514
105,155
105,412
106,521
106,643
106,519
106,270
107,412
107,541
107,905
107,276
107,244
107,694
107,421
107,424
107,958
107,275
107,111
107,674
107,609
107,329
107,604
107,686
107,970
107,78
107,425
107,555
107,658
107,661
107,333
107,770
107,904
107,193
107,573
107,937
107,763
107,627
108,768
108,134
108,786
109,262
109,397
109,496
109,111
109,506
109,134
109,728
110,613
110,713
110,182
110,243
110,930
110,329
110,140
110,470
110,527
110,912
110,100
110,953
110,423
110,293
110,916
110,958
110,559
110,433
110,46
111,650
111,26
111,138
111,412
111,175
111,514
111,628
111,922
111,463
111,183
111,39
111,635
111,107
111,75
111,509
111,482
111,847
111,872
111,109
112,423
112,672
112,810
112,254
112,659
112,595
112,685
112,127
112,784
112,592
112,207
112,115
112,590
112,4
112,553
112,262
112,497
112,26
112,699
112,974
113,741
113,470
114,360
114,947
114,706
114,735
115,874
115,226
115,734
115,112
116,943
116,144
117,743
117,718
117,410
118,757
118,997
118,207
119,720
119,45
119,368
119,268
120,184
120,768
121,575
121,424
121,372
121,767
121,650
121,881
121,688
121,482
121,582
122,423
122,379
123,481
123,149
123,415
123,972
123,785
123,256
123,181
124,295
124,266
124,659
124,358
124,946
124,152
124,912
124,37
125,353
125,246
125,278
126,368
126,688
127,937
127,112
128,200
128,509
128,521
128,27
128,732
128,484
129,650
129,522
130,702
130,936
130,298
130,432
130,538
130,907
130,922
130,652
130,210
130,790
130,874
130,488
130,22
130,290
130,151
130,870
130,372
130,309
130,461
130,811
131,366
131,584
131,88
131,389
131,664
131,51
132,426
132,576
132,729
133,963
133,685
133,986
133,185
133,655
133,140
133,745
133,975
133,3
133,627
133,935
133,396
133,923
133,772
133,893
133,626
133,414
133,82
133,834
133,377
133,643
133,914
133,327
133,599
133,595
133,598
134,278
134,387
134,1
134,305
134,453
134,933
134,234
134,662
134,73
134,871
134,279
134,953
134,773
134,959
134,255
134,735
134,922
134,341
134,138
134,549
134,420
134,944
134,536
134,874
134,927
134,109
134,108
135,923
135,326
135,171
135,175
135,430
136,594
136,91
137,514
137,269
137,279
137,819
137,927
137,730
137,310
137,387
137,922
137,162
137,830
137,811
137,662
138,423
138,477
138,904
138,111
138,659
138,173
138,943
138,502
138,541
138,924
138,761
138,765
138,206
138,566
138,584
138,89
138,412
138,487
138,362
138,346
138,320
138,134
138,633
138,848
138,497
139,624
139,922
139,464
139,682
140,110
140,133
141,280
141,404
141,210
141,689
141,946
141,59
141,495
141,868
141,901
141,6
141,781
141,329
141,455
141,420
141,260
141,102
141,375
141,634
141,167
142,902
142,826
143,340
143,954
144,534
144,356
144,809
144,670
144,116
144,840
145,763
145,907
146,741
146,301
146,367
146,205
146,532
146,689
146,465
146,474
146,547
146,832
146,212
146,634
147,226
147,211
147,403
147,659
147,746
148,935
148,274
148,720
148,632
148,329
149,702
149,997
149,47
149,169
149,505
149,798
149,152
149,312
149,799
149,286
149,743
149,123
149,896
149,591
149,935
149,317
149,213
149,194
149,907
150,637
150,253
151,429
151,871
151,130
152,812
152,909
152,149
152,768
152,124
152,213
152,794
152,659
153,661
153,245
154,312
154,207
155,210
155,923
155,21
155,854
155,783
155,990
155,907
155,105
155,932
155,913
155,557
155,518
155,454
155,28
155,743
155,49
156,277
156,417
157,312
157,89
157,740
157,225
158,434
158,407
159,31
159,345
159,14
159,958
159,25
159,487
159,686
159,184
159,662
159,26
159,452
159,44
159,844
159,963
159,947
159,89
160,668
160,97
160,919
160,634
160,198
161,433
161,239
162,137
162,324
162,312
162,840
162,448
162,53
162,222
163,985
163,355
163,840
163,642
163,975
163,244
163,68
163,329
163,325
163,620
163,645
164,7
164,350
164,743
165,175
165,912
165,778
165,619
165,692
165,615
166,674
166,891
167,933
167,981
167,402
167,297
167,187
167,993
167,4
167,688
167,141
167,88
167,714
167,405
167,988
168,54
168,981
168,836
168,777
168,279
168,850
168,242
169,336
169,826
169,371
169,354
169,149
169,455
170,75
170,267
170,193
170,576
171,313
171,694
171,72
171,436
171,233
171,785
171,751
171,183
171,60
171,799
171,970
171,31
171,488
171,885
171,709
171,768
171,135
171,213
171,642
171,279
171,216
171,211
172,668
172,501
172,956
173,372
173,252
173,812
173,939
173,138
174,21
174,408
174,939
175,344
175,111
175,18
175,26
175,732
175,205
175,674
175,679
175,185
175,423
175,260
175,213
175,586
175,135
175,74
175,372
175,259
175,642
175,879
175,206
175,284
175,165
176,425
176,25
176,811
176,358
176,514
176,253
177,329
177,947
177,642
178,103
178,847
178,356
178,923
178,781
179,386
179,497
179,500
180,415
180,674
180,624
180,536
180,483
180,193
180,423
181,923
181,123
181,596
182,110
182,482
182,774
182,939
182,348
182,735
182,270
182,697
182,596
182,29
182,643
183,373
183,171
183,190
183,111
183,835
184,206
184,741
184,329
184,355
184,292
184,732
184,159
184,511
184,120
184,717
184,662
184,226
184,869
184,260
184,536
185,659
185,912
185,481
185,707
185,485
185,98
185,133
185,800
185,400
185,735
185,254
185,226
185,902
185,267
185,978
185,175
185,42
185,551
185,64
185,856
185,278
185,423
186,985
186,213
186,901
187,673
187,279
187,278
187,639
187,753
187,431
187,951
187,463
187,167
187,815
187,451
187,610
187,825
187,433
187,732
187,805
187,529
187,100
187,372
187,912
187,218
187,72
187,963
187,965
187,70
187,868
187,557
187,851
187,990
187,733
188,640
188,942
188,470
188,848
188,6
189,830
189,365
190,346
190,183
190,650
191,279
191,83
192,650
192,19
192,217
192,583
192,827
192,210
192,380
192,808
192,664
193,631
193,260
193,620
193,42
193,705
193,968
193,721
193,515
193,278
